#TimeUnit SignalUnit SignalErrorUnit
2458325.32352 11.9377401750197 0.00113643641750197
2458325.34435 11.957131494516801 0.0011310881494516801
2458325.36518 11.950481235381407 0.0013017343235381406
2458325.38602 11.95014808196647 0.0011225301081966472
2458325.40685 11.986453349170832 0.0011453876349170832
2458325.42768 12.026359507058295 0.0012674387507058296
2458325.44852 12.059717356297748 0.0012732322356297748
2458325.46935 12.05013485967004 0.001234768285967004
2458325.49018 11.895065584242898 0.00127047855842429
2458325.51102 11.586618150833766 0.0008599697150833766
2458325.53185 11.397727799165903 0.0008008654799165903
2458325.55268 11.421891475597484 0.0007866429475597485
2458325.57352 11.48145268911471 0.0007346560689114709
2458325.59435 11.534560635641562 0.0008295133635641562
2458325.61518 11.592438721405813 0.0008163083721405813
2458325.63602 11.637500254171329 0.0009133257254171328
2458325.65685 11.682734099181094 0.0009295696099181094
2458325.67768 11.72422629262675 0.0009925947292626748
2458325.69852 11.756165342228941 0.0010109839342228942
2458325.71935 11.795369901678162 0.0009955470901678162
2458325.74018 11.828270535264444 0.0010492450535264444
2458325.76102 11.851039217068084 0.0010727684217068083
2458325.78185 11.870718507505172 0.001119419850750517
2458325.80268 11.885126181303415 0.0012164682181303413
2458325.82352 11.900418174626317 0.0013737257174626315
2458325.84435 11.915744666922008 0.0011660909666922007
2458325.86518 11.929641741351427 0.0011784637741351427
2458325.88602 11.952391217694421 0.0012415316217694423
2458325.90685 11.962264139037641 0.001401945113903764
2458325.92768 11.958118991585454 0.0011610534991585452
2458325.94852 11.97502208777606 0.001255434208777606
2458325.96935 12.009398147801694 0.0013614266147801695
2458325.99018 12.056422409339762 0.001457307340933976
2458326.01102 12.066057492561887 0.0013693506492561888
2458326.03185 11.961788027292997 0.0012116630027292996
2458326.05268 11.667792671929817 0.0010110083671929816
2458326.07352 11.419703315941375 0.0006911445315941374
2458326.09435 11.406364916684135 0.0007445807916684134
2458326.11518 11.463762801574712 0.0007834045801574712
2458326.13602 11.52555956768491 0.0007071768567684909
2458326.15685 11.576607646563303 0.0009631705646563303
2458326.17768 11.622715655406996 0.0009650443655406996
2458326.19852 11.660345689041579 0.000892685568904158
2458326.21935 11.711208588638325 0.0010144813588638323
2458326.24018 11.748837586974664 0.0011403480586974664
2458326.26102 11.788399746454859 0.001139508574645486
2458326.28185 11.817816807477376 0.0013042527807477376
2458326.30268 11.855024500907739 0.0012285208500907737
2458326.32352 11.872485676911618 0.0011882652676911618
2458326.34435 11.878743446035275 0.0012554110446035276
2458326.36518 11.900578496765355 0.0012301384496765356
2458326.38602 11.91217219440901 0.001206981919440901
2458326.40685 11.926187114245437 0.0013807615114245437
2458326.42768 11.957712869752644 0.0012275157869752645
2458326.44852 11.96034028213291 0.001176682728213291
2458326.46935 11.964868470007824 0.0013265219470007823
2458326.49018 11.967947904227753 0.0012007438904227754
2458326.51102 12.005649234336742 0.0013098795234336741
2458326.53185 12.041374187052087 0.0014257523187052087
2458326.55268 12.056588249038247 0.001711417024903825
2458326.57352 12.001645455274955 0.0012825046455274957
2458326.59435 11.743378012111297 0.0010129002012111295
2458326.61518 11.447462552273635 0.0007864059552273635
2458326.63602 11.401253533336433 0.0006158900533336434
2458326.65685 11.455287798101567 0.0007909163798101566
2458326.67768 11.509288873004326 0.0007177535873004327
2458326.69852 11.567487179151168 0.0007990370179151168
2458326.71935 11.60868602086625 0.0009737449020866251
2458326.74018 11.662358870566063 0.0009455351870566064
